date,regime,weights,controls,realizedVol60d,turnover
2017-07-31,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.06351641326246833,0.0
2017-08-31,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.07137339471582713,0.0
2017-09-29,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.06120834970625676,0.0
2017-10-31,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.06359990023820686,0.0
2017-11-30,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.04925968600331561,0.0
2017-12-29,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.053397857382395594,0.0
2018-01-31,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.06293787459082198,0.0
2018-02-28,Expansion,"{'SPY': 0.2703488009791681, 'QQQ': 0.15448502913095322, 'IWM': 0.1158637718482149, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.07724251456547661, 'DBC': 0.07724251456547661, 'GLD': 0.07724251456547661, 'SHY': 0.22757485434523395}",['Vol target'],0.12946238294098056,0.4551497086904679
2018-03-29,Expansion,"{'SPY': 0.24332500413832875, 'QQQ': 0.13904285950761644, 'IWM': 0.10428214463071232, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.06952142975380822, 'DBC': 0.06952142975380822, 'GLD': 0.06952142975380822, 'SHY': 0.30478570246191783}",['Vol target'],0.1438405400379762,0.15442169623336774
2018-04-30,Expansion,"{'SPY': 0.23740517020496354, 'QQQ': 0.13566009725997918, 'IWM': 0.10174507294498439, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.06783004862998959, 'DBC': 0.06783004862998959, 'GLD': 0.06783004862998959, 'SHY': 0.3216995137001041}",['Vol target'],0.1474272863130267,0.033827622476372526
